,Unnamed: 0_x,PLAYER,TEAM,GP_x,MPG_x,OFF_x,ORPG_x,DEF_x,DRPG_x,REB_x,RPG_x,RP40_x,GP_y,MPG_y,OFF_y,ORPG_y,DEF_y,DRPG_y,REB_y,RPG_y,RP40_y,GP_x.1,PPG_x,FGM_x,FGA_x,FGM_x.1,FGA_x.1,FG%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x.1,GP_y.1,PPG_y,FGM_y,FGA_y,FGM_y.1,FGA_y.1,FG%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y.1,GP_x.2,PPG_x.1,FTM_x,FTA_x,FTM_x.1,FTA_x.1,FT%_x,GP_y.2,PPG_y.1,FTM_y,FTA_y,FTM_y.1,FTA_y.1,FT%_y,GP_x.3,PPG_x.2,3PM_x,3PA_x,3PM_x.1,3PA_x.1,3P%_x,2PM_x.1,2PA_x.1,2P%_x.1,PPS_x.1,FG%_x.2,GP_y.3,PPG_y.2,3PM_y,3PA_y,3PM_y.1,3PA_y.1,3P%_y,2PM_y.1,2PA_y.1,2P%_y.1,PPS_y.1,FG%_y.2,GP_x.4,MPG_x.1,AST_x,APG_x,TO_x,TOPG_x,AP40M_x,AST/TO_x,GP_y.4,MPG_y.1,AST_y,APG_y,TO_y,TOPG_y,AP40M_y,AST/TO_y,GP_x.5,MPG_x.2,STL_x,STPG_x,STP40M_x,TO_x.1,TOPG_x.1,PF_x,ST/TO_x,ST/PF_x,GP_y.5,MPG_y.2,STL_y,STPG_y,STP40M_y,TO_y.1,TOPG_y.1,PF_y,ST/TO_y,ST/PF_y,GP_x.6,MPG_x.3,BLK_x,PF_x.1,BLKPG_x,BLKP40M_x,BLK/PF_x,GP_y.6,MPG_y.3,BLK_y,PF_y.1,BLKPG_y,BLKP40M_y,BLK/PF_y,GP_x.7,MPG_x.4,PTS_x,FGM-FGA_x,FG%_x.3,3PM-3PA_x,3P%_x.1,FTM-FTA_x,FT%_x.1,GP_y.7,MPG_y.4,PTS_y,FGM-FGA_y,FG%_y.3,3PM-3PA_y,3P%_y.1,FTM-FTA_y,FT%_y.1,GP_x.8,MPG_x.5,PTS_x.1,FGM-FGA_x.1,FG%_x.4,3PM-3PA_x.1,3P%_x.2,FTM-FTA_x.1,FT%_x.2,GP_y.8,MPG_y.5,PTS_y.1,FGM-FGA_y.1,FG%_y.4,3PM-3PA_y.1,3P%_y.2,FTM-FTA_y.1,FT%_y.2,Unnamed: 0_y,Team,Salary,Position,Season,Percentile
607,607,Robert Vaden,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,7,7,7,7,1,,,,,,,,2,19,5.5,12,11,24,0.458,1,3,0.333,1.41,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,19,6.0-13.5,0.444,5.5-12.0,0.458,1.5-1.5,1,,,,,,,,,,2,33,38,27-Dec,0.444,24-Nov,0.458,3-Mar,1,,,,,,,,,,3048,San Antonio Spurs,13930, SG,2010-2011,0.006711409
672,672,Robert Vaden,UAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,21.6,3.5,4,109,125,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,2,2,2.29,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,36.5,17.5,6.0-15.3,0.391,3.2-9.4,0.341,2.2-3.0,0.755,,,,,,,,,,33,36.5,576,198-506,0.391,106-311,0.341,74-98,0.755,3048,San Antonio Spurs,13930, SG,2010-2011,0.006711409
459,459,Robin Lopez,STAN,,,,,,,,,,,,,,,,,,,3,12.7,5.7,9.3,17,28,0.607,17,28,0.607,1.36,0.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27.3,8,7,2.67,3.9,1.14,33,24.3,75,87,2.27,3.75,0.86,,,,,,,,,,,,,,,,,,,3,27.3,38,17-28,0.607,0-0,0,9-Apr,0.444,,,,,,,,,,2061,Phoenix Suns,1623720, C,2008-2009,0.302211302
273,273,Rodney Carney,MEM,2,38,3,1.5,12,6,15,7.5,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29.3,6,7,1.5,2.05,0.86,29,25.2,44,58,1.52,2.4,0.76,4,29.3,19.5,6.8-13.0,0.519,1.8-5.0,0.35,4.3-6.0,0.708,33,26.9,17.5,6.1-13.8,0.44,2.9-7.2,0.399,2.5-3.5,0.719,4,30,57,19-48,0.396,23-Jul,0.304,18-Dec,0.667,34,29.8,529,184-467,0.394,69-214,0.322,92-117,0.786,1234,Philadelphia 76ers,1439760, SG,2006-2007,0.301932367
771,771,Rodney Hood,DUKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,5,5,3,3,5.7,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4766,Utah Jazz,1290360, SG,2014-2015,0.298850575
810,810,Rodney Purvis,CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,5,5,5.13,5,5,2,1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1,39,19,8.0-18.0,0.444,3.0-9.0,0.333,0.0-0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6144,Orlando Magic,1378242, G,2017-2018,0.237580994
673,673,Rodney Stuckey,EWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,24.6,7.4,8.8,215,254,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,33.3,160,5.5,98,3.4,6.6,1.63,,,,,,,,,,,30,33,66,2.2,2.67,107,3.57,75,0.62,0.88,,,,,,,,,,,,,,,,,,,,,,,,30,33,24.2,8.3-17.0,0.49,1.8-4.9,0.372,5.7-7.5,0.76,,,,,,,,,,30,33,726,250-510,0.49,55-148,0.372,171-225,0.76,1225,Indiana Pacers,1569600, PG,2006-2007,0.323671498
674,674,Roger Mason Jr.,UVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18.9,4.7,5.4,132,150,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,36,18.9,5.7-13.8,0.411,2.9-7.7,0.372,4.7-5.4,0.88,,,,,,,,,,28,36,530,159-387,0.411,80-215,0.372,132-150,0.88,1968,San Antonio Spurs,3500000, SG,2008-2009,0.530712531
608,608,Ron Baker,WICH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,4.4,5,22,25,0.88,34,13.1,3.2,3.7,108,127,0.85,2,13.5,2.5,4,5,8,0.625,4,7,0.571,1.8,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,32.4,55,30-Dec,0.4,21-Sep,0.429,22-25,0.88,,,,,,,,,,5992,New York Knicks,4544000, SG,2017-2018,0.56587473
274,274,Ronald Dupree,LSU,2,36.5,7,3.5,12,6,19,9.5,10.4,32,35.3,87,2.7,184,5.8,271,8.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36.5,17.5,7.0-16.5,0.424,0.0-3.0,0,3.5-7.5,0.467,,,,,,,,,,2,36.5,35,14-33,0.424,0-6,0,15-Jul,0.467,32,35.3,517,206-454,0.454,31-102,0.304,74-130,0.569,902,Minnesota Timberwolves,719373, SF,2005-2006,0.1075
275,275,Ronald Roberts Jr.,JOES,1,42,5,5,5,5,10,10,9.5,31,30.7,112,3.6,148,4.8,260,8.4,10.9,1,15,6,9,6,9,0.667,6,9,0.667,1.67,0.667,31,14.4,5.4,9.1,168,281,0.598,168,281,0.598,1.59,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,4,2,4,5.16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4864,Toronto Raptors,373041, PF,2014-2015,0.073563218
460,460,Rondae Hollis-Jefferson,ARIZ,,,,,,,,,,,,,,,,,,,4,14,4.5,6.8,18,27,0.667,18,27,0.667,2.07,0.667,,,,,,,,,,,,,4,14,5,5.8,20,23,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27.3,8,12,2,2.94,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,4,31.3,56,17-37,0.459,0-3,0,22-28,0.786,,,,,,,,,,5196,Brooklyn Nets,1335480, SF,2015-2016,0.307159353
609,609,Ronnie Brewer,ARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,7,8,7,8,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,5,5,2,2,5.1,2.5,,,,,,,,,1,39,2,2,2.05,2,2,3,1,0.67,31,34.6,81,2.61,3.02,68,2.19,43,1.19,1.88,,,,,,,,,,,,,,,,,,,,,,,,31,34.6,18.5,6.3-14.1,0.443,1.6-4.8,0.338,4.4-5.9,0.745,,,,,,,,,,31,34.6,575,194-438,0.443,50-148,0.338,137-184,0.745,1223,Utah Jazz,1595400, SF,2006-2007,0.328502415
864,864,Ronnie Price,UVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,37.2,24.3,8.2-19.1,0.427,2.9-8.0,0.359,5.1-6.4,0.789,,,,,,,,,,28,37.2,680,229-536,0.427,80-223,0.359,142-180,0.789,934,Sacramento Kings,398762, PG,2005-2006,0.0275
276,276,Ronny Turiaf,GONZ,2,36.5,5,2.5,21,10.5,26,13,14.2,29,30.8,69,2.4,200,6.9,269,9.3,12,2,14,6,10,12,20,0.6,12,20,0.6,1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36.5,5,5,2.5,2.74,1,29,30.8,54,78,1.86,2.42,0.69,2,32,19,5.0-11.0,0.455,0.0-0.0,0,9.0-12.5,0.72,,,,,,,,,,2,32,38,22-Oct,0.455,0-0,0,18-25,0.72,,,,,,,,,,1315,Los Angeles Lakers,664209, C,2006-2007,0.106280193
277,277,Roy Hibbert,GTWN,5,27.6,26,5.2,26,5.2,52,10.4,15.1,,,,,,,,,,5,14.2,6,10.4,30,52,0.577,30,52,0.577,1.37,0.577,32,13.6,5.3,8.8,170,283,0.601,167,280,0.596,1.54,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27.6,12,18,2.4,3.48,0.67,32,26.7,73,86,2.28,3.42,0.85,3,28,15.7,6.7-10.7,0.625,0.0-0.0,0,2.3-3.3,0.7,,,,,,,,,,5,27.6,71,30-52,0.577,0-0,0,19-Nov,0.579,,,,,,,,,,2071,Indiana Pacers,1465440, C,2008-2009,0.277641278
461,461,Royal Ivey,TEX,,,,,,,,,,,,,,,,,,,3,13.7,3.7,6.7,11,20,0.55,11,19,0.579,2.05,0.55,,,,,,,,,,,,,5,6.8,3,3.6,15,18,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36.3,15,5,5,1.7,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36.3,41,20-Nov,0.55,0-1,0,19-21,0.905,,,,,,,,,,909,Atlanta Hawks,641748, PG,2005-2006,0.09
278,278,Royce O'Neale,BAY,1,37,1,1,7,7,8,8,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,10.1,1.4,3,46,106,0.434,59,123,0.48,1.41,0.559,3,31,16,5.3,5,1.7,6.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6207,Utah Jazz,815615, SF,2017-2018,0.101511879
834,834,Royce O'Neale,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,39,4,5,2,2.05,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6207,Utah Jazz,815615, SF,2017-2018,0.101511879
279,279,Royce White,ISU,2,36,2,1,20,10,22,11,12.2,,,,,,,,,,2,19,7.5,10.5,15,21,0.714,15,21,0.714,1.81,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,19,7.5-10.5,0.714,0.0-0.0,0,4.0-6.5,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,3842,Houston Rockets,1645440, PF,2012-2013,0.440677966
610,610,Rudy Gay,CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.8,2.8,3.3,11,13,0.846,,,,,,,,,,,,,,,,,,,,29,11.9,0.9,2,27,59,0.458,97,211,0.46,1.28,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30.5,3,5,1.5,1.97,0.6,29,30.3,48,64,1.66,2.19,0.75,,,,,,,,,,,,,,,,,,,4,34.3,59,23-45,0.511,7-Feb,0.286,13-Nov,0.846,,,,,,,,,,1173,Memphis Grizzlies,2242920, SF,2006-2007,0.449275362
709,709,Russ Smith,LOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12.4,1.4,2,7,11,0.636,12,46,0.261,1.09,0.395,,,,,,,,,,,,,3,35.3,13,4.3,15,5,4.9,0.87,34,28.7,159,4.7,90,2.6,6.5,1.77,6,32.2,15,2.5,3.11,18,3,18,0.83,0.83,34,29.9,68,2,2.67,90,2.65,84,0.76,0.81,,,,,,,,,,,,,,,6,32.2,22.3,7.0-15.7,0.447,1.8-6.0,0.306,6.5-9.2,0.709,34,29.9,18.1,5.6-13.7,0.408,1.5-4.5,0.333,5.4-6.5,0.828,6,32.2,134,42-94,0.447,Nov-36,0.306,39-55,0.709,34,29.9,614,190-466,0.408,51-153,0.333,183-221,0.828,4850,Memphis Grizzlies,507336, PG,2014-2015,0.105747126
772,772,Russell Westbrook,UCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33.8,20,4,13,2.6,4.7,1.54,34,33.8,147,4.3,83,2.4,5.1,1.77,5,33.8,10,2,2.37,13,2.6,14,0.77,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33.8,67,25-62,0.403,13-May,0.385,17-Dec,0.706,,,,,,,,,,1970,Oklahoma City Thunder,3493680, PG,2008-2009,0.525798526
280,280,Ryan Anderson,CAL,2,33.5,4,2,13,6.5,17,8.5,10.1,34,33.1,79,2.3,195,5.7,274,8.1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,2,18.5,5,6.5,10,13,0.769,31,21.3,5.3,6,163,186,0.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33.5,18.5,6.0-12.5,0.48,1.5-4.0,0.375,5.0-6.5,0.769,31,32.7,21.3,7.0-14.3,0.491,2.0-4.8,0.412,5.3-6.0,0.876,2,33.5,37,25-Dec,0.48,8-Mar,0.375,13-Oct,0.769,34,33.1,558,194-409,0.474,60-158,0.38,110-136,0.809,2090,New Jersey Nets,1225200, PF,2008-2009,0.230958231
739,739,Ryan Anderson,NEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,11.3,1.7,4,54,126,0.429,63,132,0.477,1.36,0.558,,,,,,,,,,,,,,,,,2,29,4,2,2.76,1,0.5,8,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,New Jersey Nets,1225200, PF,2008-2009,0.230958231
281,281,Ryan Gomes,PROV,3,37.7,7,2.3,24,8,31,10.3,11,31,37.5,86,2.8,169,5.5,255,8.2,8.8,3,16.7,6,9,18,27,0.667,18,27,0.667,1.85,0.667,24,13.8,5.5,9.8,132,236,0.559,132,233,0.567,1.41,0.559,3,16.7,4.7,6,14,18,0.778,29,18.6,5.1,6.1,149,176,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37.7,8,2.67,2.83,9,3,7,0.89,1.14,,,,,,,,,,,,,,,,,,,,,,,,,3,37.7,16.7,6.0-9.0,0.667,0.0-0.0,0,4.7-6.0,0.778,31,37.5,21.6,8.0-16.1,0.496,1.7-4.4,0.38,4.0-5.2,0.77,3,37.7,50,18-27,0.667,0-0,0,14-18,0.778,31,37.5,670,247-498,0.496,52-137,0.38,124-161,0.77,924,Boston Celtics,428762, SF,2005-2006,0.0525
462,462,Ryan Hollins,UCLA,,,,,,,,,,,,,,,,,,,6,10.7,3.8,5.3,23,32,0.719,23,32,0.719,2,0.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25.8,8,20,1.33,2.06,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,6,25.8,64,23-32,0.719,0-0,0,18-29,0.621,,,,,,,,,,1334,Charlotte Bobcats,412718, C,2006-2007,0.060386473
835,835,Ryan Kelly,DUKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30.3,9,13,2.25,2.98,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4427,Los Angeles Lakers,490180, PF,2013-2014,0.088311688
282,282,Ryan Reid,FSU,1,36,3,3,4,4,7,7,7.8,,,,,,,,,,1,14,6,8,6,8,0.75,6,8,0.75,1.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3484,Oklahoma City Thunder,475000, PF,2011-2012,0.123481781
611,611,Salim Stoudamire,ARIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18.3,4,4.3,16,17,0.941,32,18.4,3.3,3.7,106,117,0.906,,,,,,,,,,,,,32,18.4,3.3,6,107,204,0.525,81,160,0.506,1.62,0.663,4,33,17,4.3,11,2.8,5.2,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,33,18.3,5.5-13.3,0.415,3.3-8.5,0.382,4.0-4.3,0.941,32,31.1,18.4,5.9-11.4,0.516,3.3-6.4,0.525,3.3-3.7,0.906,4,33,73,22-53,0.415,13-34,0.382,16-17,0.941,32,31.1,589,188-364,0.516,107-204,0.525,106-117,0.906,906,Atlanta Hawks,675000, SG,2005-2006,0.0975
463,463,Sam Dekker,WIS,,,,,,,,,,,,,,,,,,,6,19.2,7.3,12.8,44,77,0.571,29,41,0.707,1.49,0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,34.2,19.2,7.3-12.8,0.571,2.5-6.0,0.417,2.0-2.8,0.706,,,,,,,,,,6,34.2,115,44-77,0.571,15-36,0.417,17-Dec,0.706,,,,,,,,,,5174,Houston Rockets,1646400, SF,2015-2016,0.357967667
464,464,Sam Young,PITT,,,,,,,,,,,,,,,,,,,2,9,4,7.5,8,15,0.533,8,13,0.615,1.2,0.533,,,,,,,,,,,,,4,23.3,3.8,4,15,16,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,38.5,5,5,1.25,1.3,1,,,,,,,,4,38.5,23.3,8.3-15.8,0.524,3.0-6.3,0.48,3.8-4.0,0.938,35,32.2,18.3,7.0-13.8,0.506,1.2-3.1,0.393,3.1-4.6,0.681,4,38.5,93,33-63,0.524,25-Dec,0.48,15-16,0.938,35,32.2,639,244-482,0.506,42-107,0.393,109-160,0.681,2545,Memphis Grizzlies,824200, SF,2009-2010,0.14047619
465,465,Samardo Samuels,LOU,,,,,,,,,,,,,,,,,,,1,16,6,8,6,8,0.75,6,8,0.75,2,0.75,33,11.9,4.5,7.5,147,249,0.59,147,248,0.593,1.58,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27.8,10,12,2.5,3.6,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,4,27.8,42,16-33,0.485,0-0,0,16-Oct,0.625,,,,,,,,,,3005,Cleveland Cavaliers,500000, PF,2010-2011,0.102908277
283,283,Sasha Kaun,KU,1,26,4,4,4,4,8,8,12.3,,,,,,,,,,,,,,,,,,,,,,32,8.2,3.2,5.7,103,181,0.569,103,181,0.569,1.45,0.569,1,6,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,5,8,1.25,3.33,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,37,16-24,0.667,0-0,0,14-May,0.357,,,,,,,,,,5202,Cleveland Cavaliers,1276000, C,2015-2016,0.29330254
675,675,Scott Wood,NCST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,12.7,2.4,2.6,81,88,0.92,,,,,,,,,,,,,34,12.7,3,7,102,230,0.443,22,52,0.423,1.53,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6215,Golden State Warriors,543471, SG,2017-2018,0.084233261
773,773,Scottie Wilbekin,FLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30.5,20,5,11,2.8,6.6,1.82,31,32.1,154,5,63,2,6.2,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,34.8,71,26-60,0.433,27-Sep,0.333,14-Oct,0.714,,,,,,,,,,5289,Philadelphia 76ers,525093, PG,2015-2016,0.092378753
865,865,Scotty Hopson,TENN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,29.5,17.4,6.0-13.3,0.455,1.7-4.5,0.377,3.6-4.9,0.739,,,,,,,,,,31,29.5,539,187-411,0.455,52-138,0.377,113-153,0.739,4343,Cleveland Cavaliers,1388400, G,2013-2014,0.306493506
676,676,Sean Kilpatrick,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,20.7,5.4,6.3,177,209,0.847,1,18,3,6,3,6,0.5,3,7,0.429,1.38,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,2,2,2.11,5,5,3,0.4,0.67,,,,,,,,,,,,,,,,,,,,,,,,,1,38,18,6.0-13.0,0.462,3.0-6.0,0.5,3.0-4.0,0.75,33,34.3,16.9,5.7-14.3,0.396,2.4-7.9,0.307,3.2-4.3,0.738,,,,,,,,,,33,34.3,558,187-472,0.396,80-261,0.307,104-141,0.738,5318,Brooklyn Nets,134215, G,2015-2016,0.025404157
284,284,Sean May,UNC,6,31,23,3.8,41,6.8,64,10.7,13.8,31,26,119,3.8,214,6.9,333,10.7,16.5,6,22.3,8.7,13,52,78,0.667,52,78,0.667,1.72,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,29.1,37,71,1.37,1.88,0.52,6,31,22.3,8.7-13.0,0.667,0.0-0.0,0,5.0-6.5,0.769,,,,,,,,,,6,31,134,52-78,0.667,0-0,0,30-39,0.769,31,26,513,176-324,0.543,0-3,0,161-213,0.756,803,Charlotte Bobcats,1619280, C,2005-2006,0.355
466,466,Sean Williams,BC,,,,,,,,,,,,,,,,,,,2,8.5,3.5,5,7,10,0.7,7,10,0.7,1.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22.7,9,8,3,5.29,1.13,25,16.8,60,48,2.4,5.73,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649,New Jersey Nets,1416600, PF,2007-2008,0.306220096
285,285,Semi Ojeleye,SMU,1,39,3,3,7,7,10,10,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,6,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,24,8.0-20.0,0.4,2.0-6.0,0.333,6.0-6.0,1,34,34,18.9,5.9-12.1,0.491,2.1-4.9,0.428,4.9-6.3,0.779,,,,,,,,,,34,34,641,202-411,0.491,71-166,0.428,166-213,0.779,6162,Boston Celtics,1291892, PF,2017-2018,0.198704104
