,PLAYER,TEAM,GP_x,MPG_x,OFF_x,ORPG_x,DEF_x,DRPG_x,REB_x,RPG_x,RP40_x,GP_y,MPG_y,OFF_y,ORPG_y,DEF_y,DRPG_y,REB_y,RPG_y,RP40_y,GP_x,PPG_x,FGM_x,FGA_x,FGM_x,FGA_x,FG%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x,GP_y,PPG_y,FGM_y,FGA_y,FGM_y,FGA_y,FG%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y,GP_x,PPG_x,FTM_x,FTA_x,FTM_x,FTA_x,FT%_x,GP_y,PPG_y,FTM_y,FTA_y,FTM_y,FTA_y,FT%_y,GP_x,PPG_x,3PM_x,3PA_x,3PM_x,3PA_x,3P%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x,GP_y,PPG_y,3PM_y,3PA_y,3PM_y,3PA_y,3P%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y,GP_x,MPG_x,AST_x,APG_x,TO_x,TOPG_x,AP40M_x,AST/TO_x,GP_y,MPG_y,AST_y,APG_y,TO_y,TOPG_y,AP40M_y,AST/TO_y,GP_x,MPG_x,STL_x,STPG_x,STP40M_x,TO_x,TOPG_x,PF_x,ST/TO_x,ST/PF_x,GP_y,MPG_y,STL_y,STPG_y,STP40M_y,TO_y,TOPG_y,PF_y,ST/TO_y,ST/PF_y,GP_x,MPG_x,BLK_x,PF_x,BLKPG_x,BLKP40M_x,BLK/PF_x,GP_y,MPG_y,BLK_y,PF_y,BLKPG_y,BLKP40M_y,BLK/PF_y,GP_x,MPG_x,PTS_x,FGM-FGA_x,FG%_x,3PM-3PA_x,3P%_x,FTM-FTA_x,FT%_x,GP_y,MPG_y,PTS_y,FGM-FGA_y,FG%_y,3PM-3PA_y,3P%_y,FTM-FTA_y,FT%_y,GP_x,MPG_x,PTS_x,FGM-FGA_x,FG%_x,3PM-3PA_x,3P%_x,FTM-FTA_x,FT%_x,GP_y,MPG_y,PTS_y,FGM-FGA_y,FG%_y,3PM-3PA_y,3P%_y,FTM-FTA_y,FT%_y
668,Joe Young,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17.9,4.5,5.2,136,155,.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32.7,17.9,5.7-12.4,.458,2.0-4.7,.421,4.5-5.2,.877,,,,,,,,,,30,32.7,537,171-373,.458,59-140,.421,136-155,.877
669,Jon Leuer,WIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,18.6,3.2,3.8,100,118,.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,39.0,21.5,8.0-14.0,.571,1.0-2.5,.400,4.5-6.0,.750,31,33.6,18.6,6.9-14.4,.477,1.6-4.4,.378,3.2-3.8,.847,2,39.0,43,16-28,.571,2-5,.400,9-12,.750,31,33.6,577,213-447,.477,51-135,.378,100-118,.847
670,Jonathan Gibson,NMSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,17.5,2.8,3.3,93,110,.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.0,2,2.00,2.22,2,2.00,4,1.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,32.5,17.5,5.8-13.0,.449,3.1-7.6,.405,2.8-3.3,.845,,,,,,,,,,33,32.5,579,192-428,.449,102-252,.405,93-110,.845
671,Jordan Adams,UCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,15.3,3.9,4.6,129,153,.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,30.0,90,2.73,3.64,52,1.58,72,1.73,1.25,,,,,,,,,,,,,,,3,30.7,19.0,7.3-13.0,.564,1.3-4.3,.308,3.0-3.7,.818,,,,,,,,,,3,30.7,57,22-39,.564,4-13,.308,9-11,.818,33,30.0,569,186-390,.477,48-133,.361,149-178,.837
672,Kevin Martin,WCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,22.8,7.3,8.3,174,198,.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,31.2,50,1.85,2.37,84,3.11,52,0.60,0.96,,,,,,,,,,,,,,,,,,,,,,,,24,31.6,22.8,6.7-15.8,.425,2.1-6.6,.314,7.3-8.3,.879,,,,,,,,,,24,31.6,546,161-379,.425,50-159,.314,174-198,.879
673,Marcus Williams,CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10.7,3.8,4.5,72,86,.837,4,20.0,2.5,5,10,18,.556,14,28,.500,1.74,.630,29,9.2,0.9,2,27,63,.429,68,170,.400,1.14,.466,2,37.5,9,4.5,8,4.0,4.8,1.13,19,32.9,163,8.6,69,3.6,10.4,2.36,2,37.5,4,2.00,2.13,8,4.00,3,0.50,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Patrick Christopher,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,16.0,2.4,2.8,80,93,.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Paul George,FRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,16.8,4.1,4.6,120,132,.909,,,,,,,,,,,,,34,14.3,1.9,4,63,141,.447,103,212,.486,1.38,.559,,,,,,,,,,,,,,,,,,,,,,,,,,,29,33.2,64,2.21,2.66,94,3.24,84,0.68,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Pooh Jeter,PORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,16.6,3.3,3.8,92,106,.868,,,,,,,,,,,,,28,16.6,2.4,5,68,153,.444,84,216,.389,1.26,.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,36.0,18.5,6.0-14.1,.423,2.0-5.4,.365,4.6-5.3,.869,,,,,,,,,,29,36.0,536,173-409,.423,57-156,.365,133-153,.869
677,Ramon Sessions,NEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12.5,3.7,4.4,117,141,.830,,,,,,,,,,,,,,,,,,,,,,,,,1,30.0,4,4.0,0,0.0,5.3,0.00,30,26.1,149,5.0,67,2.2,7.6,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Robert Vaden,UAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,21.6,3.5,4.0,109,125,.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.0,24.0,9.0-16.0,.563,6.0-13.0,.462,0.0-2.0,.000,31,35.4,21.6,6.8-16.5,.414,4.5-10.9,.412,3.5-4.0,.872,,,,,,,,,,31,35.4,670,211-510,.414,139-337,.412,109-125,.872
679,Rodney Stuckey,EWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,24.6,7.4,8.8,215,254,.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,33.3,160,5.5,98,3.4,6.6,1.63,,,,,,,,,,,29,33.3,71,2.45,2.94,98,3.38,68,0.72,1.04,,,,,,,,,,,,,,,,,,,,,,,,29,33.3,24.6,7.8-17.3,.453,1.5-5.6,.267,7.4-8.8,.846,,,,,,,,,,29,33.3,712,227-501,.453,43-161,.267,215-254,.846
680,Roger Mason Jr.,UVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18.9,4.7,5.4,132,150,.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,36.0,18.9,5.7-13.8,.411,2.9-7.7,.372,4.7-5.4,.880,,,,,,,,,,28,36.0,530,159-387,.411,80-215,.372,132-150,.880
681,Scott Wood,NCST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,12.7,2.4,2.6,81,88,.920,,,,,,,,,,,,,34,12.7,3.0,7,102,230,.443,22,52,.423,1.53,.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Sean Kilpatrick,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,20.7,5.4,6.3,177,209,.847,1,18.0,3.0,6,3,6,.500,3,7,.429,1.38,.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.0,2,2.00,2.11,5,5.00,3,0.40,0.67,,,,,,,,,,,,,,,,,,,,,,,,,1,38.0,19.0,7.0-16.0,.438,2.0-6.0,.333,3.0-4.0,.750,33,33.7,20.7,6.3-14.9,.422,2.7-7.9,.345,5.4-6.3,.847,,,,,,,,,,33,33.7,683,208-493,.422,90-261,.345,177-209,.847
683,Seth Curry,LIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,20.6,3.5,4.1,115,136,.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Sherron Collins,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,15.6,3.4,3.9,114,134,.851,,,,,,,,,,,,,,,,,,,,,,,,,2,36.5,10,5.0,6,3.0,5.5,1.67,34,32.8,151,4.4,79,2.3,5.4,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37.0,25.7,10.7-19.3,.552,1.7-5.0,.333,2.7-3.7,.727,32,34.9,18.3,6.1-14.5,.419,2.3-5.9,.379,3.9-4.8,.800,3,37.0,77,32-58,.552,5-15,.333,8-11,.727,32,34.9,584,194-463,.419,72-190,.379,124-155,.800
685,Steve Novak,MARQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,13.9,2.5,2.8,76,84,.905,1,17.0,5.0,9,5,9,.556,0,1,.000,1.70,.750,28,6.1,1.5,3,41,84,.488,11,20,.550,1.64,.697,,,,,,,,,,,,,,,,,1,33.0,2,2.00,2.42,2,2.00,4,1.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,1,33.0,17.0,5.0-10.0,.500,5.0-9.0,.556,2.0-2.0,1.000,30,33.8,17.5,5.6-11.8,.476,3.9-8.3,.464,2.4-2.5,.973,3,30.0,35,12-28,.429,9-20,.450,2-2,1.000,30,33.8,524,168-353,.476,116-250,.464,72-74,.973
686,Tony Mitchell,COFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,14.9,2.7,3.2,76,90,.844,2,15.5,4.0,7,8,13,.615,2,9,.222,1.41,.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Tony Snell,UNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,12.6,2.5,3.0,86,102,.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.0,3,3.00,3.43,1,1.00,3,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Tyler Ulis,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,17.2,4.9,5.7,161,188,.856,,,,,,,,,,,,,,,,,,,,,,,,,2,34.5,10,5.0,7,3.5,5.8,1.43,33,36.9,236,7.2,62,1.9,7.7,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34.5,18.5,7.0-15.0,.467,1.5-4.0,.375,3.0-3.5,.857,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Walker Russell,JVST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,14.5,5.2,6.2,150,179,.838,,,,,,,,,,,,,29,14.0,1.6,4,46,106,.434,78,183,.426,1.40,.509,,,,,,,,,28,33.5,182,6.5,100,3.6,7.8,1.82,,,,,,,,,,,28,33.5,53,1.89,2.26,100,3.57,74,0.53,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Xavier Silas,NIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,22.3,6.6,7.7,171,201,.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,31.6,19.7,5.6-14.7,.383,2.1-6.5,.321,6.4-7.8,.811,,,,,,,,,,26,32.0,579,178-388,.459,52-126,.413,171-201,.851
691,Abdel Nader,ISU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.7,1.7,3,5,9,.556,6,12,.500,1.52,.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.0,2,1,2.00,3.81,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Chris Babb,ISU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6.0,1.5,3,3,6,.500,0,1,.000,1.71,.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Chris Copeland,COLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.0,1.0,2,1,2,.500,1,3,.333,1.20,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Dajuan Wagner,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21.4,2.8,6,14,30,.467,26,45,.578,1.43,.627,,,,,,,,,,,,,5,31.0,22,4.4,16,3.2,5.7,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,31.0,21.4,8.0-15.0,.533,2.8-6.0,.467,2.6-5.4,.481,31,32.0,21.1,7.3-18.5,.393,1.7-5.7,.292,4.9-6.5,.754,5,31.0,107,40-75,.533,14-30,.467,13-27,.481,31,32.0,655,225-572,.393,52-178,.292,153-203,.754
695,Damien Wilkins,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.0,5.0,6,5,6,.833,1,7,.143,1.54,.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.0,2,2.00,2.00,3,3.00,2,0.67,1.00,,,,,,,,,,,,,,,,,,,,,,,,,1,40.0,20.0,6.0-13.0,.462,5.0-6.0,.833,3.0-4.0,.750,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Damyean Dotson,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.0,4.0,6,4,6,.667,2,7,.286,1.46,.615,31,17.3,3.4,8,104,238,.437,92,179,.514,1.29,.595,,,,,,,,,,,,,,,,,1,34.0,2,2.00,2.35,1,1.00,0,2.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1,35.0,19.0,6.0-13.0,.462,4.0-6.0,.667,3.0-4.0,.750,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Deron Williams,ILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8.0,2.0,3,4,5,.800,2,7,.286,1.33,.667,,,,,,,,,,,,,2,30.0,7,3.5,3,1.5,4.7,2.33,30,26.9,138,4.6,56,1.9,6.8,2.46,2,30.0,6,3.00,4.00,3,1.50,2,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,3,31.0,15.3,5.3-12.3,.432,3.0-6.7,.450,1.7-2.3,.714,,,,,,,,,,3,31.0,46,16-37,.432,9-20,.450,5-7,.714,,,,,,,,,
698,Gary Payton II,ORST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.0,1.0,2,1,2,.500,8,15,.533,1.12,.559,,,,,,,,,,,,,1,39.0,4,4.0,1,1.0,4.1,4.00,31,34.1,157,5.1,73,2.4,5.9,2.15,1,39.0,4,4.00,4.10,1,1.00,2,4.00,2.00,31,34.1,76,2.45,2.88,73,2.35,83,1.04,0.92,,,,,,,,,,,,,,,1,39.0,19.0,9.0-17.0,.529,1.0-2.0,.500,0.0-0.0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Isaiah Canaan,MURR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.0,2.0,4,2,4,.500,2,6,.333,1.10,.500,34,10.3,1.4,3,48,105,.457,65,124,.524,1.53,.598,,,,,,,,,,,,,,,,,1,36.0,2,2.00,2.22,1,1.00,1,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,33.5,19.2,5.8-11.9,.484,3.1-6.5,.473,4.6-5.5,.840,,,,,,,,,,31,33.5,595,179-370,.484,95-201,.473,142-169,.840
700,Isaiah Taylor,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.0,3.0,4,3,4,.750,2,7,.286,2.00,.591,,,,,,,,,,,,,1,37.0,6,6.0,3,3.0,6.5,2.00,32,30.8,158,4.9,58,1.8,6.4,2.72,1,32.0,3,3.00,3.75,5,5.00,3,0.60,1.00,,,,,,,,,,,,,,,,,,,,,,,,,1,37.0,22.0,5.0-11.0,.455,3.0-4.0,.750,9.0-11.0,.818,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Jeremy Lamb,CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16.2,2.0,3,12,19,.632,24,43,.558,1.56,.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.0,19.0,6.0-15.0,.400,2.0-6.0,.333,5.0-7.0,.714,33,37.2,17.7,6.4-13.3,.481,2.1-6.2,.337,2.8-3.5,.816,6,34.8,97,36-62,.581,12-19,.632,13-16,.813,33,37.2,584,211-439,.481,69-205,.337,93-114,.816
702,Jerian Grant,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.0,3.0,6,3,6,.500,1,7,.143,0.85,.423,,,,,,,,,,,,,1,40.0,7,7.0,2,2.0,7.0,3.50,34,36.5,192,5.6,95,2.8,6.2,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,36.6,16.8,5.4-11.2,.486,1.4-4.2,.326,4.5-5.8,.778,4,41.3,57,19-46,.413,3-14,.214,16-20,.800,34,36.6,571,185-381,.486,47-144,.326,154-198,.778
703,Justin Anderson,UVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.0,2.0,4,6,11,.545,8,19,.421,1.90,.567,24,12.3,1.9,4,46,98,.469,51,110,.464,1.41,.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32.3,9,6,3.00,3.71,1.50,,,,,,,,3,32.3,19.0,4.7-10.0,.467,2.0-3.7,.545,7.7-9.0,.852,,,,,,,,,,3,32.3,57,14-30,.467,6-11,.545,23-27,.852,,,,,,,,,
704,Justin Holiday,WASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9.0,1.7,3,5,8,.625,6,17,.353,1.08,.540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27.3,8,2.67,3.90,1,0.33,9,8.00,0.89,,,,,,,,,,,3,27.3,6,9,2.00,2.93,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Justin Jackson,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.0,2.0,3,2,3,.667,3,6,.500,1.56,.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Keith Appling,MSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,3.0,6,3,6,.500,0,1,.000,1.29,.643,,,,,,,,,,,,,,,,,,,,,31,32.0,144,4.6,65,2.1,5.8,2.22,,,,,,,,,,,,,,,,,,,,,1,29.0,2,1,2.00,2.76,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Khris Middleton,TA&M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,3.0,5,6,9,.667,2,7,.286,1.38,.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.0,3,3.00,3.24,3,3.00,2,1.00,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Kirk Hinrich,KU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.4,1.4,2,7,11,.636,12,25,.480,1.44,.625,32,15.5,1.9,4,60,128,.469,119,202,.589,1.50,.633,5,23.2,18,3.6,14,2.8,6.2,1.29,32,32.1,168,5.3,85,2.7,6.5,1.98,,,,,,,,,,,31,33.5,61,1.97,2.35,66,2.13,65,0.92,0.94,,,,,,,,,,,,,,,6,34.2,16.0,5.8-14.3,.407,2.8-8.2,.347,1.5-1.8,.818,31,33.5,17.6,6.4-13.0,.490,2.3-5.5,.424,2.5-3.7,.693,5,23.2,52,19-36,.528,7-11,.636,7-9,.778,31,33.5,545,197-402,.490,72-170,.424,79-114,.693
709,Kris Dunn,PROV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22.5,3.5,5,7,10,.700,8,19,.421,1.55,.638,,,,,,,,,,,,,3,27.0,14,4.7,3,1.0,6.9,4.67,31,33.4,199,6.4,110,3.5,7.7,1.81,,,,,,,,,,,31,33.4,79,2.55,3.05,110,3.55,85,0.72,0.93,,,,,,,,,,,,,,,2,26.5,22.5,7.5-14.5,.517,3.5-5.0,.700,4.0-5.0,.800,,,,,,,,,,2,26.5,45,15-29,.517,7-10,.700,8-10,.800,,,,,,,,,
710,Marcus Thornton,LSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27.5,4.0,8,8,15,.533,12,22,.545,1.49,.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35.5,5,2.50,2.82,4,2.00,7,1.25,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,33.6,19.6,6.8-15.7,.436,2.9-7.7,.377,3.0-3.7,.817,2,35.5,55,20-37,.541,8-15,.533,7-8,.875,31,33.6,608,212-486,.436,90-239,.377,94-115,.817
711,Mike James,LAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.0,2.0,4,2,4,.500,4,13,.308,0.94,.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31.0,17.2,6.6-14.5,.457,1.2-3.7,.319,2.7-3.4,.810,,,,,,,,,,31,31.0,532,205-449,.457,37-116,.319,85-105,.810
712,Orien Greene,UL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.0,1.0,2,1,2,.500,1,2,.500,1.25,.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.0,2,2.00,4.44,5,5.00,5,0.40,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Orlando Johnson,UCSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.0,3.0,5,3,5,.600,4,10,.400,1.27,.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.0,20.0,8.0-17.0,.471,2.0-5.0,.400,2.0-2.0,1.000,29,31.2,17.9,5.8-12.0,.481,1.5-3.8,.396,4.8-6.9,.700,,,,,,,,,,30,34.3,592,200-444,.450,67-159,.421,125-180,.694
714,Russ Smith,LOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12.4,1.4,2,7,11,.636,12,46,.261,1.09,.395,,,,,,,,,,,,,3,35.3,13,4.3,15,5.0,4.9,0.87,34,28.7,159,4.7,90,2.6,6.5,1.77,6,32.2,15,2.50,3.11,18,3.00,18,0.83,0.83,34,28.7,71,2.09,2.91,90,2.65,83,0.79,0.86,,,,,,,,,,,,,,,3,35.3,17.3,5.0-13.0,.385,0.7-4.3,.154,6.7-10.3,.645,34,28.7,18.3,6.2-13.0,.475,2.0-4.9,.405,3.9-5.5,.715,3,35.3,52,15-39,.385,2-13,.154,20-31,.645,34,28.7,621,210-442,.475,68-168,.405,133-186,.715
