Team,Salary,Player,Position,Season,Percentile
Minnesota Timberwolves,2500000,Craig Smith, PF,2008-2009,0.434889435
Los Angeles Lakers,2500000,Chris Mihm, C,2008-2009,0.432432432
San Antonio Spurs,2500000,Michael Finley, SG,2008-2009,0.42997543
Golden State Warriors,2497320,Brandan Wright, F,2008-2009,0.427518428
LA Clippers,2484000,Jason Hart, PG,2008-2009,0.425061425
Toronto Raptors,2449184,Joey Graham, SF,2008-2009,0.422604423
Milwaukee Bucks,2403120,Joe Alexander, SF,2008-2009,0.42014742
Indiana Pacers,2329805,Danny Granger, SF,2008-2009,0.417690418
Minnesota Timberwolves,2300000,Sebastian Telfair, PG,2008-2009,0.415233415
LA Clippers,2300000,Ricky Davis, SG,2008-2009,0.412776413
Chicago Bulls,2295480,Joakim Noah, C,2008-2009,0.41031941
Indiana Pacers,2272860,Maceo Baston, SF,2008-2009,0.407862408
Oklahoma City Thunder,2252400,Mouhamed Sene, C,2008-2009,0.405405405
Orlando Magic,2250000,Tyronn Lue, PG,2008-2009,0.402948403
Charlotte Bobcats,2208960,D.J. Augustin, PG,2008-2009,0.4004914
Sacramento Kings,2180760,Spencer Hawes, PF,2008-2009,0.398034398
Orlando Magic,2139720,JJ Redick, SG,2008-2009,0.395577396
Memphis Grizzlies,2119102,Hakim Warrick, PF,2008-2009,0.393120393
New Jersey Nets,2098560,Brook Lopez, C,2008-2009,0.390663391
Utah Jazz,2074302,Jarron Collins, C,2008-2009,0.388206388
Atlanta Hawks,2071680,Acie Law, PG,2008-2009,0.385749386
New Orleans Hornets,2032800,Hilton Armstrong, PF,2008-2009,0.383292383
New York Knicks,2020179,Nate Robinson, PG,2008-2009,0.380835381
Indiana Pacers,2002623,Jarrett Jack, G,2008-2009,0.378378378
Utah Jazz,2000000,Brevin Knight, PG,2008-2009,0.375921376
Detroit Pistons,2000000,Walter Herrmann Heinrich, PF,2008-2009,0.373464373
Portland Trail Blazers,1993560,Jerryd Bayless, PG,2008-2009,0.371007371
Sacramento Kings,1983454,Francisco Garcia, SG,2008-2009,0.368550369
Phoenix Suns,1976400,Grant Hill, SF,2008-2009,0.366093366
New Orleans Pelicans,1976400,Eddie Jones, SG,2008-2009,0.363636364
Philadelphia 76ers,1968120,Thaddeus Young, PF,2008-2009,0.361179361
Miami Heat,1962378,Luther Head, PG,2008-2009,0.358722359
Oklahoma City Thunder,1939893,Johan Petro, C,2008-2009,0.356265356
Oklahoma City Thunder,1931160,Thabo Sefolosha, SF,2008-2009,0.353808354
New Jersey Nets,1910000,Jarvis Hayes, SF,2008-2009,0.351351351
Orlando Magic,1910000,Anthony Johnson, PG,2008-2009,0.348894349
Houston Rockets,1910000,Brent Barry, SG,2008-2009,0.346437346
Sacramento Kings,1893840,Jason Thompson, PF,2008-2009,0.343980344
Detroit Pistons,1877572,Jason Maxiell, PF,2008-2009,0.341523342
New Orleans Hornets,1869600,Julian Wright, SF,2008-2009,0.339066339
Utah Jazz,1834680,Ronnie Brewer, SF,2008-2009,0.336609337
Denver Nuggets,1824493,Linas Kleiza, SF,2008-2009,0.334152334
Dallas Mavericks,1800000,Antoine Wright, SF,2008-2009,0.331695332
Indiana Pacers,1799160,Brandon Rush, SG,2008-2009,0.329238329
New York Knicks,1788033,David Lee, PF,2008-2009,0.326781327
LA Clippers,1776240,Al Thornton, SF,2008-2009,0.324324324
Houston Rockets,1768000,Chuck Hayes, PF,2008-2009,0.321867322
Sacramento Kings,1742760,Cedric Simmons, SF,2008-2009,0.319410319
Golden State Warriors,1709280,Anthony Randolph, SF,2008-2009,0.316953317
Milwaukee Bucks,1700000,Francisco Elson, C,2008-2009,0.314496314
Phoenix Suns,1700000,Goran Dragic, PG,2008-2009,0.312039312
Detroit Pistons,1687320,Rodney Stuckey, PG,2008-2009,0.30958231
Minnesota Timberwolves,1655760,Rodney Carney, SG,2008-2009,0.307125307
Golden State Warriors,1634000,Kosta Perovic, C,2008-2009,0.304668305
Phoenix Suns,1623720,Robin Lopez, C,2008-2009,0.302211302
Indiana Pacers,1620000,Travis Diener, PG,2008-2009,0.2997543
Washington Wizards,1602960,Nick Young, G,2008-2009,0.297297297
Dallas Mavericks,1600000,Devean George, SF,2008-2009,0.294840295
Dallas Mavericks,1572960,Shawne Williams, SF,2008-2009,0.292383292
Memphis Grizzlies,1572221,Hamed Haddadi, C,2008-2009,0.28992629
Philadelphia 76ers,1542600,Marreese Speights, F,2008-2009,0.287469287
New Jersey Nets,1522920,Sean Williams, PF,2008-2009,0.285012285
Atlanta Hawks,1500000,Ronald Murray, SG,2008-2009,0.282555283
Dallas Mavericks,1500000,J.J. Barea, PG,2008-2009,0.28009828
Indiana Pacers,1465440,Roy Hibbert, C,2008-2009,0.277641278
Golden State Warriors,1446720,Marco Belinelli, G,2008-2009,0.275184275
Washington Wizards,1446720,Oleksiy Pecherov, C,2008-2009,0.272727273
Toronto Raptors,1427040,Quincy Douby, SG,2008-2009,0.27027027
San Antonio Spurs,1410441,Drew Gooden, PF,2008-2009,0.267813268
Washington Wizards,1392240,JaVale McGee, C,2008-2009,0.265356265
Memphis Grizzlies,1381560,Javaris Crittenton, PG,2008-2009,0.262899263
Denver Nuggets,1369920,Renaldo Balkman, SF,2008-2009,0.26044226
Cleveland Cavaliers,1329480,JJ Hickson, C,2008-2009,0.257985258
Washington Wizards,1326360,Jason Smith, PF,2008-2009,0.255528256
Sacramento Kings,1319651,Calvin Booth, C,2008-2009,0.253071253
Boston Celtics,1315080,Rajon Rondo, PG,2008-2009,0.250614251
Milwaukee Bucks,1300000,Malik Allen, PF,2008-2009,0.248157248
Charlotte Bobcats,1276320,Alexis Ajinca, C,2008-2009,0.245700246
Miami Heat,1273200,Daequan Cook, SG,2008-2009,0.243243243
Golden State Warriors,1262520,Marcus Williams, PG,2008-2009,0.240786241
LA Clippers,1262275,Brian Skinner, PF,2008-2009,0.238329238
San Antonio Spurs,1262275,Jacque Vaughn, PG,2008-2009,0.235872236
Toronto Raptors,1250000,Roko-Leni Ukic, PG,2008-2009,0.233415233
New Jersey Nets,1225200,Ryan Anderson, PF,2008-2009,0.230958231
Charlotte Bobcats,1222320,Jared Dudley, SF,2008-2009,0.228501229
New Jersey Nets,1212120,Josh Boone, C,2008-2009,0.226044226
Oklahoma City Thunder,1200000,Joe Smith, PF,2008-2009,0.223587224
Utah Jazz,1188000,Ronnie Price, PG,2008-2009,0.221130221
Utah Jazz,1176240,Kosta Koufos, C,2008-2009,0.218673219
Orlando Magic,1176240,Courtney Lee, SG,2008-2009,0.216216216
New York Knicks,1173480,Wilson Chandler, SF,2008-2009,0.213759214
Memphis Grizzlies,1163520,Kyle Lowry, PG,2008-2009,0.211302211
Portland Trail Blazers,1084080,Rudy Fernandez, SG,2008-2009,0.208845209
Utah Jazz,1081440,Morris Almond, SG,2008-2009,0.206388206
San Antonio Spurs,1080000,Ime Udoka, SG,2008-2009,0.203931204
Los Angeles Lakers,1080000,Jordan Farmar, PG,2008-2009,0.201474201
Houston Rockets,1045560,Aaron Brooks, G,2008-2009,0.199017199
New Jersey Nets,1042440,Maurice Ager, SF,2008-2009,0.196560197
Portland Trail Blazers,1040640,Nicolas Batum, SF,2008-2009,0.194103194
New York Knicks,1034760,Mardy Collins, PG,2008-2009,0.191646192
Detroit Pistons,1015440,Arron Afflalo, G,2008-2009,0.189189189
San Antonio Spurs,1006200,George Hill, PG,2008-2009,0.186732187
Phoenix Suns,1001880,Alando Tucker, SF,2008-2009,0.184275184
Houston Rockets,998581,Loren Woods, C,2008-2009,0.181818182
New Orleans Hornets,998398,Melvin Ely, C,2008-2009,0.179361179
New Orleans Hornets,998398,Devin Brown, SG,2008-2009,0.176904177
Memphis Grizzlies,977160,Darrell Arthur, F,2008-2009,0.174447174
Charlotte Bobcats,972581,Ryan Hollins, C,2008-2009,0.171990172
Miami Heat,972581,Chris Quinn, PG,2008-2009,0.16953317
Oklahoma City Thunder,964080,D.J. White, PF,2008-2009,0.167076167
Boston Celtics,957120,J.R. Giddens, SG,2008-2009,0.164619165
Chicago Bulls,886517,Chris Richard, PF,2008-2009,0.162162162
Los Angeles Lakers,880658,Didier Ilunga-Mbenga, C,2008-2009,0.15970516
Miami Heat,875000,Yakhouba Diawara, SG,2008-2009,0.157248157
Portland Trail Blazers,874000,Sergio Rodriguez, PG,2008-2009,0.154791155
Philadelphia 76ers,854957,Royal Ivey, PG,2008-2009,0.152334152
Los Angeles Lakers,854957,Josh Powell, PF,2008-2009,0.14987715
Oklahoma City Thunder,854957,Shaun Livingston, PG,2008-2009,0.147420147
Washington Wizards,841000,Ian Mahinmi, C,2008-2009,0.144963145
Indiana Pacers,826269,Stephen Graham, SF,2008-2009,0.142506143
Atlanta Hawks,826269,Salim Stoudamire, SG,2008-2009,0.14004914
Dallas Mavericks,826269,Brandon Bass, PF,2008-2009,0.137592138
Houston Rockets,816500,Joey Dorsey, PF,2008-2009,0.135135135
Utah Jazz,810000,Kyrylo Fesenko, C,2008-2009,0.132678133
Sacramento Kings,809300,Donte Greene, SF,2008-2009,0.13022113
Oklahoma City Thunder,806452,Kyle Weaver, SG,2008-2009,0.127764128
Philadelphia 76ers,797581,Donyell Marshall, PF,2008-2009,0.125307125
Miami Heat,797581,Luke Jackson, SF,2008-2009,0.122850123
Orlando Magic,797581,Jason Williams, PG,2008-2009,0.12039312
Boston Celtics,797581,Leon Powe, PF,2008-2009,0.117936118
LA Clippers,797581,Paul Davis, C,2008-2009,0.115479115
Miami Heat,797581,Jamaal Magloire, C,2008-2009,0.113022113
Toronto Raptors,797581,Patrick O'Bryant, C,2008-2009,0.110565111
New Orleans Hornets,797581,Sean Marks, PF,2008-2009,0.108108108
Atlanta Hawks,797581,Randolph Morris, C,2008-2009,0.105651106
Milwaukee Bucks,757000,Luc Mbah a Moute, PF,2008-2009,0.103194103
Milwaukee Bucks,722517,Ramon Sessions, G,2008-2009,0.100737101
Chicago Bulls,722515,Lindsey Hunter, SG,2008-2009,0.098280098
Atlanta Hawks,711517,Thomas Gardner, SG,2008-2009,0.095823096
Utah Jazz,711517,Mike Harris, SF,2008-2009,0.093366093
Washington Wizards,711517,Dominic McGuire, PF,2008-2009,0.090909091
New York Knicks,711517,Demetris Nichols, SF,2008-2009,0.088452088
Toronto Raptors,711517,Hassan Adams, SF,2008-2009,0.085995086
Toronto Raptors,711517,Jamario Moon, SF,2008-2009,0.083538084
Chicago Bulls,711517,Aaron Gray, C,2008-2009,0.081081081
Detroit Pistons,711517,Will Bynum, PG,2008-2009,0.078624079
Miami Heat,700000,Mario Chalmers, G,2008-2009,0.076167076
Charlotte Bobcats,670906,Dwayne Jones II, PF,2008-2009,0.073710074
San Antonio Spurs,631995,Blake Ahearn, G,2008-2009,0.071253071
Detroit Pistons,600532,Antonio McDyess, PF,2008-2009,0.068796069
Orlando Magic,591148,Jeremy Richardson, SG,2008-2009,0.066339066
Charlotte Bobcats,586457,Juwan Howard, PF,2008-2009,0.063882064
Toronto Raptors,577073,Jake Voskuhl, C,2008-2009,0.061425061
LA Clippers,550000,DeAndre Jordan, C,2008-2009,0.058968059
Boston Celtics,542114,Henry Walker, SF,2008-2009,0.056511057
Houston Rockets,502007,Dikembe Mutombo, C,2008-2009,0.054054054
LA Clippers,500000,Mike Taylor, PG,2008-2009,0.051597052
LA Clippers,459782,Fred Jones, SG,2008-2009,0.049140049
Memphis Grizzlies,450399,Darius Miles, SF,2008-2009,0.046683047
Cleveland Cavaliers,450000,Darnell Jackson, PF,2008-2009,0.044226044
Denver Nuggets,442114,Sonny Weems, SG,2008-2009,0.041769042
Oklahoma City Thunder,442114,Steven Hill, C,2008-2009,0.039312039
Golden State Warriors,442114,Anthony Morrow, SG,2008-2009,0.036855037
Detroit Pistons,442114,Walter Sharpe, PF,2008-2009,0.034398034
New York Knicks,442114,Joe Crawford, SG,2008-2009,0.031941032
null Unknown,442114,Taj McCullough, NA,2008-2009,0.029484029
Toronto Raptors,442114,Nathan Jawai, C,2008-2009,0.027027027
Sacramento Kings,442114,Bobby Brown, PG,2008-2009,0.024570025
null Unknown,442114,Jamaal Tatum, NA,2008-2009,0.022113022
Atlanta Hawks,442114,Othello Hunter, SF,2008-2009,0.01965602
Golden State Warriors,422725,Jermareo Davidson, PF,2008-2009,0.017199017
San Antonio Spurs,299077,Malik Hairston, SG,2008-2009,0.014742015
Phoenix Suns,201741,Stromile Swift, PF,2008-2009,0.012285012
Houston Rockets,184157,James White, SG,2008-2009,0.00982801
Charlotte Bobcats,93624,Dontell Jefferson, SG,2008-2009,0.007371007
Charlotte Bobcats,52014,Cartier Martin, PF,2008-2009,0.004914005
Cleveland Cavaliers,46917,Trey Johnson, SG,2008-2009,0.002457002
Milwaukee Bucks,46917,Eddie Gill, PG,2008-2009,0
Los Angeles Lakers,23034375,Kobe Bryant, SF,2009-2010,0.997619048
Milwaukee Bucks,17040000,Michael Redd, SG,2009-2010,0.995238095
Los Angeles Lakers,16452000,Pau Gasol, C,2009-2010,0.992857143
Utah Jazz,16452000,Andrei Kirilenko, SF,2009-2010,0.99047619
Boston Celtics,16417044,Kevin Garnett, PF,2009-2010,0.988095238
Phoenix Suns,16378325,Amar'e Stoudemire, C,2009-2010,0.985714286
Houston Rockets,16378325,Yao Ming, C,2009-2010,0.983333333
Washington Wizards,16192080,Gilbert Arenas, PG,2009-2010,0.980952381
Orlando Magic,16123250,Vince Carter, SF,2009-2010,0.978571429
Memphis Grizzlies,16000000,Zach Randolph, PF,2009-2010,0.976190476
Denver Nuggets,15852511,Kenyon Martin, PF,2009-2010,0.973809524
Miami Heat,23016000,Jermaine O'Neal, C,2009-2010,0.971428571
Miami Heat,15779912,Dwyane Wade, SG,2009-2010,0.969047619
Toronto Raptors,15779912,Chris Bosh, PF,2009-2010,0.966666667
Cleveland Cavaliers,15779912,LeBron James, SF,2009-2010,0.964285714
Denver Nuggets,15779912,Carmelo Anthony, PF,2009-2010,0.961904762
Orlando Magic,15202590,Dwight Howard, C,2009-2010,0.95952381
Atlanta Hawks,14976754,Joe Johnson, G,2009-2010,0.957142857
Philadelphia 76ers,14858472,Elton Brand, PF,2009-2010,0.954761905
San Antonio Spurs,14200000,Richard Jefferson, F,2009-2010,0.952380952
New Orleans Hornets,13520500,Chris Paul, PG,2009-2010,0.95
Utah Jazz,13520500,Deron Williams, PG,2009-2010,0.947619048
New York Knicks,22843124,Tracy McGrady, SG,2009-2010,0.945238095
New Orleans Hornets,13392000,Peja Stojakovic, SF,2009-2010,0.942857143
Phoenix Suns,13333332,Jason Richardson, SG,2009-2010,0.94047619
Phoenix Suns,13125000,Steve Nash, PG,2009-2010,0.938095238
San Antonio Spurs,12600000,Tony Parker, PG,2009-2010,0.935714286
Los Angeles Lakers,12500000,Andrew Bynum, C,2009-2010,0.933333333
Utah Jazz,12323900,Carlos Boozer, PF,2009-2010,0.930952381
Chicago Bulls,12250000,Brad Miller, C,2009-2010,0.928571429
Philadelphia 76ers,12200000,Andre Iguodala, SG,2009-2010,0.926190476
Dallas Mavericks,12115500,Erick Dampier, C,2009-2010,0.923809524
LA Clippers,12100000,Baron Davis, PG,2009-2010,0.921428571
San Antonio Spurs,22183220,Tim Duncan, C,2009-2010,0.919047619
Denver Nuggets,12100000,Chauncey Billups, PG,2009-2010,0.916666667
Cleveland Cavaliers,21000000,Shaquille O'Neal, C,2009-2010,0.914285714
Dallas Mavericks,19795714,Dirk Nowitzki, PF,2009-2010,0.911904762
Boston Celtics,19795712,Paul Pierce, SF,2009-2010,0.90952381
Boston Celtics,18776860,Ray Allen, SG,2009-2010,0.907142857
Orlando Magic,18010791,Rashard Lewis, PF,2009-2010,0.904761905
Philadelphia 76ers,12025694,Samuel Dalembert, C,2009-2010,0.902380952
Minnesota Timberwolves,12000000,Al Jefferson, C,2009-2010,0.9
Charlotte Bobcats,11700000,Tyson Chandler, C,2009-2010,0.897619048
Washington Wizards,11641095,Antawn Jamison, PF,2009-2010,0.895238095
Detroit Pistons,11375000,Richard Hamilton, SG,2009-2010,0.892857143
New Jersey Nets,11242666,Bobby Simmons, SF,2009-2010,0.89047619
Indiana Pacers,11047619,Troy Murphy, PF,2009-2010,0.888095238
Golden State Warriors,11000000,Monta Ellis, SG,2009-2010,0.885714286
Washington Wizards,10890000,Josh Howard, SF,2009-2010,0.883333333
Atlanta Hawks,10800000,Josh Smith, PF,2009-2010,0.880952381
New Orleans Hornets,10797500,Emeka Okafor, C,2009-2010,0.878571429
San Antonio Spurs,10728130,Manu Ginobili, G,2009-2010,0.876190476
Denver Nuggets,10520000,Nene Hilario, C,2009-2010,0.873809524
New York Knicks,10500423,Eddy Curry, C,2009-2010,0.871428571
LA Clippers,10400000,Chris Kaman, C,2009-2010,0.869047619
Chicago Bulls,10365000,Luol Deng, SF,2009-2010,0.866666667
Detroit Pistons,10324380,Tayshaun Prince, SF,2009-2010,0.864285714
Indiana Pacers,10130500,Danny Granger, SF,2009-2010,0.861904762
New York Knicks,10026875,Al Harrington, PF,2009-2010,0.85952381
Milwaukee Bucks,10000000,Andrew Bogut, C,2009-2010,0.857142857
Detroit Pistons,10000000,Ben Gordon, SG,2009-2010,0.854761905
Indiana Pacers,9780992,Mike Dunleavy, SG,2009-2010,0.852380952
Washington Wizards,9780970,Caron Butler, SF,2009-2010,0.85
Washington Wizards,9780937,Mike Miller, SG,2009-2010,0.847619048
Sacramento Kings,9680170,Kevin Martin, SG,2009-2010,0.845238095
LA Clippers,9500000,Cuttino Mobley, SG,2009-2010,0.842857143
Charlotte Bobcats,9500000,Gerald Wallace, SF,2009-2010,0.84047619
Chicago Bulls,9500000,Kirk Hinrich, SG,2009-2010,0.838095238
Atlanta Hawks,9360000,Jamal Crawford, SG,2009-2010,0.835714286
Portland Trail Blazers,9150000,Marcus Camby, C,2009-2010,0.833333333
Dallas Mavericks,9075000,Jason Terry, G,2009-2010,0.830952381
New Orleans Hornets,9075000,David West, F,2009-2010,0.828571429
Golden State Warriors,9000000,Andris Biedrins, C,2009-2010,0.826190476
Charlotte Bobcats,9000000,Boris Diaw, C,2009-2010,0.823809524
Toronto Raptors,9000000,Hedo Turkoglu, SF,2009-2010,0.821428571
Golden State Warriors,8937931,Corey Maggette, SF,2009-2010,0.819047619
Cleveland Cavaliers,8860000,Mo Williams, PG,2009-2010,0.816666667
Sacramento Kings,8775000,Kenny Thomas, PF,2009-2010,0.814285714
Miami Heat,8700000,Quentin Richardson, SF,2009-2010,0.811904762
Indiana Pacers,8500000,T.J. Ford, PG,2009-2010,0.80952381
Dallas Mavericks,6635068,Shawn Marion, SG,2009-2010,0.807142857
New Jersey Nets,6606600,Tony Battie, C,2009-2010,0.804761905
Philadelphia 76ers,6600000,Antonio Daniels, PG,2009-2010,0.802380952
Phoenix Suns,6600000,Leandro Barbosa, G,2009-2010,0.8
Chicago Bulls,6600000,Jerome James, C,2009-2010,0.797619048
Toronto Raptors,6527491,Andrea Bargnani, C,2009-2010,0.795238095
Milwaukee Bucks,6500000,Luke Ridnour, PG,2009-2010,0.792857143
Detroit Pistons,6500000,Charlie Villanueva, PF,2009-2010,0.79047619
New York Knicks,6466600,Jared Jeffries, PF,2009-2010,0.788095238
Charlotte Bobcats,6466600,Nazr Mohammed, C,2009-2010,0.785714286
Charlotte Bobcats,6466600,Vladimir Radmanovic, SF,2009-2010,0.783333333
Milwaukee Bucks,6429151,John Salmons, SF,2009-2010,0.780952381
Cleveland Cavaliers,6363636,Anderson Varejao, C,2009-2010,0.778571429
Oklahoma City Thunder,6250000,Nick Collison, F,2009-2010,0.776190476
Atlanta Hawks,6217617,Mike Bibby, PG,2009-2010,0.773809524
Philadelphia 76ers,6212960,Jason Kapono, SG,2009-2010,0.771428571
Denver Nuggets,6171426,JR Smith, SG,2009-2010,0.769047619
Indiana Pacers,6077500,Jeff Foster, PF,2009-2010,0.766666667
New York Knicks,6031800,Chris Duhon, PG,2009-2010,0.764285714
New Orleans Hornets,6031800,James Posey, SF,2009-2010,0.761904762
Charlotte Bobcats,6031800,DeSagana Diop, C,2009-2010,0.75952381
New Jersey Nets,8400000,Devin Harris, PG,2009-2010,0.757142857
Toronto Raptors,8219009,Jose Calderon, PG,2009-2010,0.754761905
Dallas Mavericks,8100000,Jason Kidd, PG,2009-2010,0.752380952
Orlando Magic,8100000,Jameer Nelson, G,2009-2010,0.75
Miami Heat,7967375,Mark Blount, C,2009-2010,0.747619048
Oklahoma City Thunder,7906088,Etan Thomas, C,2009-2010,0.745238095
Utah Jazz,7692932,Paul Millsap, PF,2009-2010,0.742857143
Charlotte Bobcats,7650000,Stephen Jackson, SF,2009-2010,0.74047619
New York Knicks,7540000,Darko Milicic, C,2009-2010,0.738095238
Sacramento Kings,7500000,Andres Nocioni, SF,2009-2010,0.735714286
Atlanta Hawks,7500000,Marvin Williams, PF,2009-2010,0.733333333
Los Angeles Lakers,7500000,Lamar Odom, PF,2009-2010,0.730952381
Brooklyn Nets,7100000,Marko Jaric, PG,2009-2010,0.728571429
Miami Heat,7100000,Udonis Haslem, PF,2009-2010,0.726190476
New York Knicks,7000000,David Lee, PF,2009-2010,0.723809524
Houston Rockets,6939200,Shane Battier, SF,2009-2010,0.721428571
Portland Trail Blazers,6857725,Joel Przybilla, C,2009-2010,0.719047619
Milwaukee Bucks,6749260,Dan Gadzuric, C,2009-2010,0.716666667
Portland Trail Blazers,6730800,Andre Miller, PG,2009-2010,0.714285714
Washington Wizards,6000000,Brendan Haywood, C,2009-2010,0.711904762
Boston Celtics,5854000,Rasheed Wallace, PF,2009-2010,0.70952381
Houston Rockets,5854000,Trevor Ariza, SF,2009-2010,0.707142857
Orlando Magic,5854000,Marcin Gortat, C,2009-2010,0.704761905
Portland Trail Blazers,5844827,LaMarcus Aldridge, PF,2009-2010,0.702380952
New Orleans Hornets,5800000,Morris Peterson, SG,2009-2010,0.7
Sacramento Kings,5800000,Francisco Garcia, SG,2009-2010,0.697619048
Charlotte Bobcats,5501196,Raymond Felton, PG,2009-2010,0.695238095
Portland Trail Blazers,5361240,Greg Oden, C,2009-2010,0.692857143
Orlando Magic,5300000,Mickael Pietrus, SF,2009-2010,0.69047619
Los Angeles Lakers,5257229,Adam Morrison, SF,2009-2010,0.688095238
Charlotte Bobcats,5250000,Raja Bell, SG,2009-2010,0.685714286
